thread_id,created_at,created_by,message
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:23.767000+00:00,Customer,Location
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:24.041000+00:00,Bot,"Panache is on Mahisbathan, Behind Sector 5"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:24.042000+00:00,Bot,Take a look at
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:35.621000+00:00,Customer,Possession
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:35.970000+00:00,Bot,July 2018 + 6th month grace period
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:35.971000+00:00,Bot,Take a look at
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:44.939000+00:00,Customer,Why Panache?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.183000+00:00,Bot,"▪ On the water’s edge in ‘happening’ Sector V, Salt Lake
▪ Tallest residential marvels in the neighbourhood
▪ Infinite view of the 1,000 acre wetlands
▪ 28,000 sq ft clubhouse
▪ Wide open greens, manicured walkways, naturally lit surroundings and a funnel-shaped architecture for ample wind circulation"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.184000+00:00,Bot,Take a look at the image gallery below
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.185000+00:00,Bot,
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.268000+00:00,Bot,
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.269000+00:00,Bot,
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.270000+00:00,Bot,
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.271000+00:00,Bot,
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.272000+00:00,Bot,
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:24:45.273000+00:00,Bot,How else can we help you?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:25:37.377000+00:00,Customer,Get a call back from our Property Advisor
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:25:37.543000+00:00,Bot,"Great!

Our property advisor will be happy to help you."
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:25:37.544000+00:00,Bot,"We already have your name and contact number.

Could you also please share an email id of yours to send our project details?"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:05.469000+00:00,Customer,No.. Later
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:05.869000+00:00,Bot,Please enter a valid email address
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:18.282000+00:00,Customer,Go back to Main Menu
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:18.442000+00:00,Bot,Let's start with your name.
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:33.647000+00:00,Customer,Snehansu Sen
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:34.191000+00:00,Bot,"That's a lovely name, Snehansu Sen!"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:34.192000+00:00,Bot,A phone number we can contact you on?.
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:46.873000+00:00,Customer,+919593526602
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:49.244000+00:00,Bot,What kind of property are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:57.340000+00:00,Customer,Commercial
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:26:58.037000+00:00,Bot,Which commercial property are you interested in?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:15.544000+00:00,Customer,Logistics Park
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:15.741000+00:00,Bot,We have the following properties under Logistics Park
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:21.639000+00:00,Customer,Shopping Malls
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:21.976000+00:00,Bot,Which location are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:29.956000+00:00,Customer,Hospitality
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:30.063000+00:00,Bot,Which location are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:39.803000+00:00,Customer,Residential
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:40.073000+00:00,Bot,How many bedrooms are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:51.078000+00:00,Customer,3 BHK
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:51.346000+00:00,Bot,Which location within Kolkata are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:54.280000+00:00,Customer,East Kolkata
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:54.777000+00:00,Bot,Here are the properties located within East Kolkata
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:59.076000+00:00,Customer,"Panache on Mahisbathan, Behind Sector 5"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:59.374000+00:00,Bot,"Panache is one of our most prestigious residential condo projects till date, a resplendent rendezvous on the water’s edge in ‘happening’ Sector V, Salt Lake.

All apartments are Vaastu-compliant, with at least three sides open. Project elevation designed to exude positive and uplifting feel.

It rises head and shoulders above the ambient skyline of Kolkata’s IT district, bringing together some of the finest consultants in the business."
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:27:59.375000+00:00,Bot,Take a look at
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:10.602000+00:00,Customer,Schedule a Visit/Get a Callback
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:10.835000+00:00,Bot,"We have designed a state of the art Experience Centre to show you everything you may want to know about the project.

Lets get you there!"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:10.839000+00:00,Bot,"We already have your name and contact number.

Could you also please share an email id of yours to send our project details?"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:28.830000+00:00,Customer,Go back to Main Menu
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:29.170000+00:00,Bot,What kind of property are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:34.261000+00:00,Customer,Residential
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:34.557000+00:00,Bot,How many bedrooms are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:40.343000+00:00,Customer,2 BHK
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:40.471000+00:00,Bot,Which location within Kolkata are you looking for?
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:48.688000+00:00,Customer,North Kolkata
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:48.946000+00:00,Bot,We have the following properties within North Kolkata
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:56.699000+00:00,Customer,Eternia
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:56.983000+00:00,Bot,"""Imagine a vibrant city life surrounded by the quiet foot-prints of nature. Opposite to NSG hub on Badu road and 2.2 km from Madhyamgram Chowmatha – Eternia will be an urban living habitat engulfed byacres of green paradise.

Native birds, regional trees and a large natural water body surround the locality. A simple walk round this place would take you to a quaint fiction.

Eternia will be the new Madhyamgram."""
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:28:56.984000+00:00,Bot,Take a look at
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:29:08.501000+00:00,Customer,Eternis
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:29:08.674000+00:00,Bot,"We have Eternis on Jessore Road.

Eternis is located on Jessore Road, Doltala More, North Kolkata. The project houses 2/3/4BHK apartments and spreads over 345 cottahs of Land Area."
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:29:08.675000+00:00,Bot,Take a look at
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:29:18.143000+00:00,Customer,Location
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:29:18.380000+00:00,Bot,"ETERNIS is on Jessore Road, Doltala More with the best locations just minutes away. Our property is one of the most impressive ones in this area.

● Just 3 km from New Barrackpur Railway Station
● Just 6 km distance from Dumdum Airport
● Just 1.2 km from Madhyamgram Chowmatha
● 13.5 Km from Dumdum Metro Station
● 900 m from Upcoming New barrakpore Metro Station"
8b8c697f82ce40e4a04138383676ef5a,2021-07-28T19:29:18.381000+00:00,Bot,Take a look at
