,thread_id,created_at,created_by,message
25,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:51:05.973000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
26,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:52:57.244000+00:00,Customer,"Ozone on E M Bypass main road, Near Sahid Khudiram Metro"
27,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:52:57.518000+00:00,Bot,"Ozone is located on EM Bypass, Near Shahid Khudiram Metro, South Kolkata.

The project comprises of 450 plus luxury home with 2, 3 & 4BHK options."
28,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:52:57.519000+00:00,Bot,Take a look at
29,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:53:50.011000+00:00,Bot,"We have the following sizes available in 3 BHK.

Click on one to check the unit plan."
30,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:53:54.075000+00:00,Bot,Take a look at
31,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:53:53.905000+00:00,Customer,1343 sqft
32,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:54:15.070000+00:00,Bot,Take a look at
33,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:51:57.510000+00:00,Bot,A phone number we can contact you on?.
34,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:51:57.509000+00:00,Bot,"That's a lovely name, Ghosh!"
35,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:52:10.638000+00:00,Bot,What kind of property are you looking for?
36,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:51:31.945000+00:00,Customer,Property Requirement
37,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:54:15.069000+00:00,Bot,"Following are the possesion date of the available blocks:

▪ Block 2 - August 2022 +12 months grace period 
▪ Block 3,4 - September 2021 + 12 months grace period"
38,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:53:54.074000+00:00,Bot,
39,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:51:05.974000+00:00,Bot,What can I help you with today?
40,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:53:07.371000+00:00,Bot,Take a look at
41,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:53:16.962000+00:00,Customer,Available Sizes & Floor Plans
42,0e4dc114998a4ecabf64a1b7aaf07e01,2021-07-11T09:51:05.486242+00:00,Customer,
